Back to information sheet																																																																
FBA_fluxes1	FBA_fluxes2	FBA_fluxes3	FBA_fluxes4	FBA_fluxes5	FBA_fluxes6	FBA_fluxes7	FBA_fluxes8	FBA_fluxes9	FBA_fluxes10	FBA_fluxes11	FBA_fluxes12	FBA_fluxes13	FBA_fluxes14	FBA_fluxes15	FBA_fluxes16	FBA_fluxes17	FBA_fluxes18	FBA_fluxes19	FBA_fluxes20	FBA_fluxes21	FBA_fluxes22	FBA_fluxes23	FBA_fluxes24	FBA_fluxes25	FBA_fluxes26	FBA_fluxes27	FBA_fluxes28	FBA_fluxes29	FBA_fluxes30	FBA_fluxes31	FBA_fluxes32	FBA_fluxes33	FBA_fluxes34	FBA_fluxes35	FBA_fluxes36	FBA_fluxes37	FBA_fluxes38	FBA_fluxes39	FBA_fluxes40	FBA_fluxes41	FBA_fluxes42	FBA_fluxes43	FBA_fluxes44	FBA_fluxes45	FBA_fluxes46	FBA_fluxes47	FBA_fluxes48	FBA_fluxes49	FBA_fluxes50	FBA_fluxes51	FBA_fluxes52	FBA_fluxes53	FBA_fluxes54	FBA_fluxes55	FBA_fluxes56	FBA_fluxes57	FBA_fluxes58	FBA_fluxes59	FBA_fluxes60	FBA_fluxes61	FBA_fluxes62	FBA_fluxes63	FBA_fluxes64	FBA_fluxes65
CPGNabcpp	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125
CPGNexs	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125
CPGNtonex	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125	2.091734891	2.091734891	2.091735125	2.091735125
CPH4S																																																																
CPMPS	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494	0.000170494
CPPPGO	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106	0.000309106
CPPPGO2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CRNBTCT																																																																
CRNCAL2																																																																
CRNCAR																																																																
CRNCBCT																																																																
CRNCDH																																																																
CRNDCAL2																																																																
CRNDabcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CRNDt2rpp	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998	1.00E-06	1.00E-06	99.999998	99.999998
CRNDtex																																																																
CRNabcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CRNt2rpp	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100	-3.00E-06	-3.00E-06	-100	-100
CRNt7pp																																																																
CRNt8pp	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999	2.00E-06	2.00E-06	99.999999	99.999999
CRNtex																																																																
CS	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825	4.020254896	4.020254896	4.020254825	4.020254825
CSND	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06
CSNt2pp																																																																
CSNtex																																																																
CTBTCAL2																																																																
CTBTabcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CTBTt2rpp	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
CTECOAI6	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CTECOAI7																																																																
CTECOAI8																																																																
CTPS2	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517	0.107720505	0.107720505	0.107720517	0.107720517
CU1Opp																																																																
CU1abcpp																																																																
CU2abcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CU2tex	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125	0.000467125
CU2tpp	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125	0.000468125
CUt3																																																																
CUtex																																																																
CYANST																																																																
CYANSTpp																																																																
CYANtex																																																																
CYNTAH																																																																
CYNTt2pp																																																																
CYNTtex																																																																
CYSDDS																																																																
CYSDS	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYSDabcpp																																																																
CYSDtex																																																																
CYSS	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598	0.171785579	0.171785579	0.171785598	0.171785598
CYSSADS																																																																
CYSTL	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264	0.108330252	0.108330252	0.108330264	0.108330264
CYSTRS																																																																
CYSabc2pp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYSabcpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYStex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
CYStpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYTBD2pp	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
CYTBDpp	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYTBO3_4pp	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223	37.328572	37.328572	37.32857223	37.32857223
