Back to information sheet																																																																
FBA_fluxes1	FBA_fluxes2	FBA_fluxes3	FBA_fluxes4	FBA_fluxes5	FBA_fluxes6	FBA_fluxes7	FBA_fluxes8	FBA_fluxes9	FBA_fluxes10	FBA_fluxes11	FBA_fluxes12	FBA_fluxes13	FBA_fluxes14	FBA_fluxes15	FBA_fluxes16	FBA_fluxes17	FBA_fluxes18	FBA_fluxes19	FBA_fluxes20	FBA_fluxes21	FBA_fluxes22	FBA_fluxes23	FBA_fluxes24	FBA_fluxes25	FBA_fluxes26	FBA_fluxes27	FBA_fluxes28	FBA_fluxes29	FBA_fluxes30	FBA_fluxes31	FBA_fluxes32	FBA_fluxes33	FBA_fluxes34	FBA_fluxes35	FBA_fluxes36	FBA_fluxes37	FBA_fluxes38	FBA_fluxes39	FBA_fluxes40	FBA_fluxes41	FBA_fluxes42	FBA_fluxes43	FBA_fluxes44	FBA_fluxes45	FBA_fluxes46	FBA_fluxes47	FBA_fluxes48	FBA_fluxes49	FBA_fluxes50	FBA_fluxes51	FBA_fluxes52	FBA_fluxes53	FBA_fluxes54	FBA_fluxes55	FBA_fluxes56	FBA_fluxes57	FBA_fluxes58	FBA_fluxes59	FBA_fluxes60	FBA_fluxes61	FBA_fluxes62	FBA_fluxes63	FBA_fluxes64	FBA_fluxes65
CYTD	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYTDH	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYTDK2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
CYTDt2pp	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999	99.999999
CYTDt2rpp	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
CYTDtex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
CYTK1	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922	0.11355891	0.11355891	0.113557922	0.113557922
CYTK2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
D-LACt2pp	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
D-LACtex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
DAAD	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DADA	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DADK	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06
DADNt2pp																																																																
DADNtex																																																																
DAGK120	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06
DAGK140	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06
DAGK141	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06	2.00E-06
DAGK160	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06	3.00E-06
DAGK161	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06
DAGK180	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06	4.00E-06	4.00E-06	3.00E-06	3.00E-06
DAGK181	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06	4.00E-06
DALAt2pp	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964	0.016845962	0.016845962	0.016845964	0.016845964
DALAtex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
DAMPtex																																																																
DAPAL																																																																
DAPDC	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582	0.231102556	0.231102556	0.231102582	0.231102582
DAPE	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719	0.250217162	0.250217162	0.25021719	0.25021719
DAPabcpp																																																																
DAPtex	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06	-1.00E-06
DASYN120	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06
DASYN140	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06	6.00E-06	6.00E-06	7.00E-06	7.00E-06
DASYN141	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06	6.00E-06
DASYN160	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984	0.042036979	0.042036979	0.042036984	0.042036984
DASYN161	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757	0.032697566	0.032697566	0.03269757	0.03269757
